epoch_num,avg_training_loss,avg_validation_loss
0,0.4384429132864794,0.1670869396595688
1,0.38741188948905064,0.2661820616755452
2,0.38606569776196537,0.15833128036905106
3,0.3806516763972648,0.26531140870981285
4,0.3788427550667597,0.36922608711919586
5,0.3736782201646289,0.4774950884438895
6,0.37271217486740654,0.2526778490184904
7,0.36826196857440574,0.1325019296076331
8,0.3662574812217992,0.23283613874362066
9,0.3592345870755332,0.2455395365303213
10,0.35870748796948704,0.3548025934846251
11,0.35672990475539845,0.29777590597009324
12,0.36061613011507365,1.52104572482876
13,0.3533326657281983,0.23281823385220307
14,0.35415105194221286,0.34206797588955273
15,0.34869076407250055,0.19402998664996007
16,0.34811949568030237,0.40804005002642013
17,0.3449045677243931,0.2621942999271246
18,0.3426181461156147,0.5708977056966795
19,0.34253034821630957,0.2043700063457856
20,0.34111241286183547,0.48963061808706165
21,0.34001428392934196,0.2302238823963212
22,0.34175371581021635,0.3617221679720845
23,0.3400520136510884,0.34601215153307346
24,0.33949243052874095,0.4126783891782894
25,0.33426202314871317,0.3625432265388382
26,0.33614868256780833,0.3092694299204366
27,0.33751116459384345,0.6613944314576529
28,0.3301003684968124,0.3098139455476841
29,0.33391405860950923,0.31853125197487275
30,0.3353811193027614,0.23609261417930777
31,0.33284959257752755,0.294460374366987
32,0.33131238924868345,0.40101027624173596
33,0.329308667834158,0.6100003079517738
34,0.3297171075954844,0.2515998474888868
35,0.3318918144629323,0.2635153586214239
36,0.3266375758581694,0.37382809869892947
37,0.3305187441132684,0.23699539467379763
38,0.3265496005062709,0.3492829138999219
39,0.3276194825584507,0.3098670738143521
40,0.32594917924315825,0.5113083666021173
41,0.3243493694582102,0.5170907932561595
42,0.3294347039159432,0.2850598772088965
43,0.32750473631384935,0.3092913394207721
44,0.3282401894713628,0.5489954837969133
45,0.32404965276335496,0.382692145092504
46,0.3244414916193046,0.4017810103568164
47,0.3259682819247241,0.2273628716389616
48,0.327043382897053,0.3751439938803653
49,0.3279248201368769,0.2816355811966049
50,0.3261893176738126,0.37915531311418627
51,0.3278314654289934,0.303293606097048
52,0.3222514166324227,0.2289868254553188
53,0.32438999221280734,0.3179522908025688
54,0.3239850124643172,0.3012213149479219
55,0.32531472661612976,0.30718181641785414
56,0.3246523089614916,0.32494796447820595
57,0.3220676082335867,0.37302569909529254
58,0.3236999912578383,0.2229016274213791
59,0.32027875586056453,0.2294996337040321
60,0.32174886373090167,0.35250759281061744
61,0.32094281166791927,0.4388901976855485
62,0.3202325748808588,0.24518843141052274
63,0.3209379319791441,0.29463596829584426
64,0.3197438913179034,0.32274784762542563
65,0.32072203920947184,0.31835462746920284
66,0.31697023076775627,0.46981209537366053
67,0.3191703910628954,0.5264092844266158
68,0.31745115559042225,0.3015787591050555
69,0.32040775622482653,0.3575029236661804
70,0.3201580113834805,0.406048980521989
71,0.3186278591921303,0.3823181167765931
72,0.31979070269031296,0.28945789074564315
73,0.31998436927427554,0.42446232957023006
74,0.32092734165029796,0.34985331711652395
75,0.3180204479598709,0.31117450388578266
76,0.31570636560151616,0.32761723563804496
77,0.3143329207911906,0.26582467253808373
78,0.31738404765909134,0.2859527689593655
79,0.31814447871328844,0.29559625674794604
80,0.3168953099368529,0.3497183395849241
81,0.3145526136329146,0.34386640057697165
82,0.3157541305470614,0.27531587848296535
83,0.3195437067452773,0.5016820366149182
84,0.31852497563317933,0.31691386941429617
85,0.3167968084230832,0.38233785456293945
86,0.3141734216316244,0.27594447479798245
87,0.3204146738589545,0.3332849897287942
88,0.3146903939085242,0.45557943976425624
89,0.3169047766445593,0.38876137554228724
90,0.3158440728430392,0.2996992152053993
91,0.3130862559801269,0.4463321762485104
92,0.3171100809434316,0.4274510728729355
93,0.31410745032775567,0.3198476407702986
94,0.317098781153743,0.30372984592731184
95,0.3144506329003677,0.3758478232405402
96,0.31418305572904187,0.33130259207495444
97,0.31524109076938556,0.41012998477562324
98,0.3155378099208995,0.23600820639541933
99,0.31554233913804236,0.35879234313131214
100,0.31267912720824476,0.376671017675133
101,0.3147212325606818,0.3251192689567179
102,0.31483533728269886,0.2843393732409377
103,0.3115461714841703,0.2604684974555369
104,0.31214852499557155,0.3441709046597247
105,0.3130635159986993,0.2673436845099176
106,0.3139757792522879,0.33143700700956624
107,0.3170985438941435,0.33659484263483463
108,0.31727370490998374,0.2751827923567979
109,0.3115588353739845,0.27885402739048004
110,0.31202092904735484,0.2685839907897936
111,0.3126464847429301,0.24444894747925805
112,0.31362346598395613,0.23024879510586077
113,0.3155701589989068,0.31974249140365973
114,0.3160602215815473,0.33403826364270456
115,0.3147180260515508,0.3109477716726023
116,0.31289794995093045,0.2423445367729747
117,0.3132349421764598,0.33218137982425155
118,0.3128808439329821,0.41586448137576765
119,0.3101475063297487,0.43298596831468433
120,0.31470073871774473,0.3799701116301797
121,0.31323908865451777,0.2821215713149184
122,0.3141781096841081,0.2947984884877305
123,0.31170421483708016,0.3104544730036409
124,0.3145357078792138,0.34554375770625534
125,0.31227040642205584,0.3142237318354053
126,0.3103327563331452,0.4480201212259439
127,0.3137205493670922,0.31381326820050087
128,0.31418818259312775,0.3110639549843915
129,0.3135202203635819,0.3204290347916263
130,0.313899652291963,0.348912473533537
131,0.31316495030014635,0.26671342906001566
132,0.3088380382752718,0.309314471441549
133,0.3128175284207603,0.38685085608825814
134,0.31340125847009914,0.29404842019914745
135,0.3115323916261582,0.3599056635911648
136,0.31116359140034067,0.48031208002483927
137,0.3097868755459783,0.26503272135774575
138,0.3101349042153653,0.41645887942164095
139,0.31063414716426235,0.36284442475208867
140,0.3137440986655378,0.3059475636565602
141,0.31268586398642734,0.3024297638998165
142,0.3093909774849442,0.31431631400034976
143,0.309312609389976,0.32070714964733255
144,0.31299924298568976,0.32007006477642724
145,0.3097703949168875,0.28063488225420036
146,0.31302528793429135,0.3193576700620718
147,0.31162988758749427,0.2652126570473184
148,0.3122515446977849,0.2972192949765212
149,0.30612227030006506,0.30477089096199383
150,0.31159862393950194,0.35058713198958574
151,0.30792551894246795,0.33906477846048927
152,0.31356303690024323,0.3291419935184759
153,0.3104004449682473,0.2810867205783204
154,0.47183617454619986,0.4962604566887542
155,0.4322170561110533,0.3489032408574244
156,0.38666301237212297,0.3580738539462323
157,0.36713836250113885,0.373232428114731
158,0.3586821341772137,0.34110568370018807
